"PROD_ID","dia","qty","preco","hora","mes","semana","dia_da_semana_num","C1","C2","C3","C4","C5","C6"
"P6",158,7,1804.05,8,6,22,7,1819.9,NA,NA,1599,NA,1904.7
"P6",158,7,1804.05,8,6,22,7,1819.9,NA,NA,1599,NA,1904.7
"P6",157,12,1804.05,20,6,22,6,1796.86,1796.86,1796.86,NA,NA,1999
"P6",159,20,1804.05,8,6,23,1,1796.86,1796.86,1796.86,NA,NA,1999
"P6",159,20,1804.05,20,6,23,1,1819.9,1909.9,1795.4,1599,NA,NA
"P6",159,20,1804.05,8,6,23,1,1796.86,1796.86,1796.86,NA,NA,1999
"P6",159,20,1804.05,20,6,23,1,1819.9,1909.9,1700.91,1599,NA,NA
"P6",160,14,1792.525,8,6,23,2,1819.9,1909.9,1795.4,1599,NA,NA
"P6",160,14,1792.525,8,6,23,2,1780.99,1780.99,1780.99,NA,NA,1999
"P6",160,14,1792.525,8,6,23,2,1819.9,1909.9,1700.91,1599,NA,NA
"P6",160,14,1792.525,8,6,23,2,1780.99,1780.99,1780.99,NA,NA,1999
"P6",159,20,1804.05,20,6,23,1,1780.99,1780.99,1780.99,NA,NA,1999
"P6",199,7,1697.65,14,7,28,6,1679.91,1696.88,1696.88,NA,NA,1799
"P6",168,8,1756.73,20,6,24,3,1839.88,1839.88,1839.88,1699,NA,1999
"P6",168,8,1756.73,20,6,24,3,1839.88,1839.88,1839.88,1699,NA,1999
"P6",161,9,1780.87,20,6,23,3,1768.99,1768.99,1768.99,NA,NA,1999
"P6",161,9,1780.87,20,6,23,3,1768.99,1768.99,1768.99,NA,NA,1999
"P6",161,9,1780.87,20,6,23,3,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",162,11,1780.76,8,6,23,4,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",162,11,1780.76,8,6,23,4,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",172,4,1740.395,20,6,24,7,1908,1789.9,1789.9,NA,NA,NA
"P6",174,11,1738.69,20,6,25,2,1999,1999,1899,1495.12,NA,1999
"P6",174,11,1738.69,20,6,25,2,1829.9,1789.9,1789.9,1699,NA,NA
"P6",225,2,1836.5,20,8,32,4,1663.45,1709.05,1586.5,1499,NA,NA
"P6",226,8,1674,8,8,32,5,1663.33,1709.05,1508.38,1499,NA,NA
"P6",227,1,1674,8,8,32,6,1663.19,1319.12,NA,1439.1,NA,NA
"P6",226,8,1674,8,8,32,5,1698,1698,1698,NA,NA,1999
"P6",225,2,1836.5,8,8,32,4,1698,1698,1673.9,NA,NA,1999
"P6",231,13,1673.93,8,8,33,3,1673.91,1673.91,1673.93,NA,NA,1769
"P6",242,1,1633.75,20,8,34,7,1698.9,1698.9,1698.9,1699,NA,1769
"P6",242,1,1633.75,20,8,34,7,1698.9,1698.9,1698.9,1699,NA,1769
"P6",242,1,1633.75,8,8,34,7,1698.9,1698.9,1698.9,1699,NA,1769
"P6",178,2,1767.05,8,6,25,6,1874,1874,1767.59,1799,NA,NA
"P6",181,2,1764.275,8,6,26,2,1529.1,1789.9,1789.9,NA,NA,NA
"P6",181,2,1764.275,8,6,26,2,1699,1789.9,1789.9,NA,NA,NA
"P6",235,3,1673.92,8,8,33,7,1699,1699,NA,NA,NA,1769
"P6",188,1,1754.99,8,7,27,2,1499,1349.1,1349.1,1499,NA,NA
"P6",184,3,1763.28,20,7,26,5,1748.8,1764.89,1588.41,NA,NA,NA
"P6",185,2,1763.28,8,7,26,6,1613.96,1613.96,1668.1,1699,NA,1999
"P6",185,2,1763.28,20,7,26,6,1748.89,1764.89,1588.41,NA,NA,NA
"P6",196,5,1697.89,20,7,28,3,1310.23,1340.01,1645.99,1489,NA,1799
"P6",196,5,1697.89,20,7,28,3,1488.9,1488.9,1645.99,1489,NA,1799
"P6",196,5,1697.89,8,7,28,3,1598.9,1756.89,1756.89,1599,NA,NA
"P6",190,2,1754.75,20,7,27,4,1499,1499,1499,1699,NA,NA
"P6",190,2,1754.75,20,7,27,4,1499,1763.89,1763.89,1599,NA,NA
"P6",189,3,1754.89,20,7,27,3,1498.9,1498.9,1499,1699,NA,1999
"P6",190,2,1754.75,20,7,27,4,1319.12,1349.1,1499,1699,NA,NA
"P6",193,3,1698.96,8,7,27,7,1498.9,1763.89,1763.89,1499,NA,NA
"P6",193,3,1698.96,20,7,27,7,1319.03,1763.89,1763.89,1499,NA,NA
"P6",201,5,1697.59,8,7,29,1,1310.23,1789.9,1789.9,1489,NA,NA
"P6",201,5,1697.59,8,7,29,1,1488.9,1789.9,1789.9,1489,NA,NA
"P6",201,5,1697.59,8,7,29,1,1493.27,1527.21,1696.9,NA,NA,NA
"P6",202,12,1697.54,8,7,29,2,1724.89,1747.89,1747.89,1499,NA,NA
"P6",201,5,1697.59,8,7,29,1,1696.9,1696.9,1696.9,NA,NA,NA
"P6",208,10,1608.67,20,7,30,1,1499,1499,1499,NA,NA,1999
"P6",210,10,1807.395,8,7,30,3,1499,1499,1499,NA,NA,NA
"P6",210,10,1807.395,8,7,30,3,1748.9,1748.9,1748.9,NA,NA,1981.18
"P6",204,5,1697.38,8,7,29,4,1352.85,1789.9,1789.9,1699,NA,2110.59
"P6",203,7,1697.46,20,7,29,3,1498,1281.64,1424.05,NA,NA,1799
"P6",203,7,1697.46,20,7,29,3,1498,1424.05,1424.05,NA,NA,1799
"P6",208,10,1608.67,20,7,30,1,1899,1789.9,1789.9,1499,NA,1981.18
"P6",160,14,1792.525,20,6,23,2,1768.99,1780.99,1768.99,NA,NA,1999
"P6",161,9,1780.87,8,6,23,3,1768.99,1780.99,1768.99,NA,NA,1999
"P6",161,9,1780.87,20,6,23,3,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",161,9,1780.87,8,6,23,3,1819.9,1909.9,1909.9,NA,NA,1904.7
"P6",161,9,1780.87,8,6,23,3,1768.99,1780.99,1768.99,NA,NA,1999
"P6",161,9,1780.87,8,6,23,3,1819.9,1909.9,1909.9,NA,NA,1904.7
"P6",177,4,1776.72,20,6,25,5,1529.1,1789.9,1789.9,1614.05,NA,NA
"P6",177,4,1776.72,20,6,25,5,1768.99,1874,1767.59,1799,NA,1999
"P6",177,4,1776.72,20,6,25,5,1768.99,1874,1590.83,1799,NA,1999
"P6",177,4,1776.72,20,6,25,5,1699,1789.9,1789.9,1699,NA,NA
"P6",156,19,1804.05,8,6,22,5,1819.9,NA,NA,1599,NA,1904.7
"P6",156,19,1804.05,20,6,22,5,1819.9,NA,NA,1599,NA,1904.7
"P6",156,19,1804.05,8,6,22,5,1796.86,1796.86,1796.86,NA,NA,1999
"P6",156,19,1804.05,8,6,22,5,1819.9,NA,NA,1599,NA,1904.7
"P6",156,19,1804.05,8,6,22,5,1796.86,1796.86,1796.86,NA,NA,1999
"P6",157,12,1804.05,20,6,22,6,1796.86,1796.86,1796.86,NA,NA,1999
"P6",159,20,1804.05,8,6,23,1,1819.9,2069.1,1700.91,1599,NA,1904.7
"P6",159,20,1804.05,8,6,23,1,1819.9,2184.05,1795.4,1599,NA,1904.7
"P6",159,20,1804.05,20,6,23,1,1780.99,1780.99,1780.99,NA,NA,1999
"P6",168,8,1756.73,8,6,24,3,1829.9,1829.9,1839.88,NA,NA,1999
"P6",163,8,1777.895,20,6,23,5,1797.77,1799.9,1768,NA,NA,NA
"P6",163,8,1777.895,20,6,23,5,1768.95,1768.96,1768.95,NA,NA,1999
"P6",163,8,1777.895,20,6,23,5,1797.77,1799.9,1591.2,NA,NA,NA
"P6",163,8,1777.895,8,6,23,5,1797.79,1799.9,1654.21,NA,NA,1904.7
"P6",167,12,1756.88,8,6,24,2,1797.77,1799.9,1799.9,NA,NA,NA
"P6",167,12,1756.88,8,6,24,2,1797.77,1799.9,1799.9,NA,NA,NA
"P6",167,12,1756.88,8,6,24,2,1839.88,1839.88,1839.88,NA,NA,1999
"P6",167,12,1756.88,8,6,24,2,1839.88,1839.88,1839.88,NA,NA,1999
"P6",180,8,1764.69,20,6,26,1,1588.22,1874,1588.22,1799,NA,1999
"P6",180,8,1764.69,20,6,26,1,1764.69,1874,1764.69,1799,NA,1999
"P6",174,11,1738.69,20,6,25,2,1829.9,1789.9,1789.9,1699,NA,NA
"P6",219,8,1676.99,20,8,31,5,1694.99,1719.9,1719.9,NA,NA,1977.65
"P6",242,1,1633.75,20,8,34,7,1689.27,1502.67,1502.67,NA,NA,1999
"P6",285,15,1458.39,8,10,41,1,1480,1480,1480,NA,NA,1998.99
"P6",225,2,1836.5,20,8,32,4,1698,1698,1673,NA,NA,1999
"P6",225,2,1836.5,20,8,32,4,1663.45,1619.1,1586.5,1499,NA,NA
"P6",229,11,1674,8,8,33,1,1698,1698,1698,NA,NA,NA
"P6",229,11,1674,8,8,33,1,1663.19,1349.1,NA,1599,NA,NA
"P6",229,11,1674,8,8,33,1,1663.19,1349.1,NA,1599,NA,NA
"P6",229,11,1674,20,8,33,1,1663.5,NA,NA,1599,NA,NA
"P6",229,11,1674,8,8,33,1,1698,1698,1698,NA,NA,NA
"P6",236,6,1586.91,20,8,34,1,1619.1,1499,1503,NA,NA,1999
"P6",236,6,1586.91,8,8,34,1,1699,1699,1699,NA,NA,1769
"P6",236,6,1586.91,8,8,34,1,1699,1699,1699,NA,NA,1769
"P6",234,3,1673.89,8,8,33,6,1699,1699,NA,NA,NA,1769
"P6",234,3,1673.89,8,8,33,6,1709.1,1669.9,1669.9,1499,NA,1999
"P6",235,3,1673.92,8,8,33,7,1699,1699,NA,NA,NA,1769
"P6",187,2,1756.7,20,7,27,1,1349.1,1763.89,1349.1,1469.02,NA,NA
"P6",187,2,1756.7,20,7,27,1,1499,1763.89,1349.1,1499,NA,NA
"P6",183,5,1763.28,20,7,26,4,1748.89,1765.89,1765.89,1614.05,NA,NA
"P6",190,2,1754.75,8,7,27,4,1499,1789.9,1789.9,1599,NA,NA
"P6",190,2,1754.75,20,7,27,4,1319.12,1763.89,1763.89,1599,NA,NA
"P6",190,2,1754.75,8,7,27,4,1498.9,1498.9,1499,1699,NA,NA
"P6",190,2,1754.75,8,7,27,4,1319.03,1349.01,1499,1699,NA,NA
"P6",193,3,1698.96,8,7,27,7,1319.03,1763.89,1763.89,1499,NA,NA
"P6",192,2,1698.96,20,7,27,6,1498.9,1498.9,1499,1499,NA,NA
"P6",193,3,1698.96,20,7,27,7,1498.9,1763.89,1763.89,1499,NA,NA
"P6",200,4,1697.63,20,7,28,7,1478.32,1696.88,1696.88,NA,NA,1799
"P6",196,5,1697.89,20,7,28,3,1598.9,1756.89,1756.89,1489,NA,NA
"P6",195,1,1698,8,7,28,2,1319.12,1763.89,1763.89,1499,NA,NA
"P6",195,1,1698,20,7,28,2,1498.9,1498.9,1696.9,1699,NA,1999
"P6",196,5,1697.89,20,7,28,3,1407.03,1756.89,1756.89,1489,NA,NA
"P6",196,5,1697.89,8,7,28,3,1319.03,1349.01,1696.9,1699,NA,1999
"P6",203,7,1697.46,8,7,29,3,1499,1789.9,1789.9,1498,NA,NA
"P6",204,5,1697.38,8,7,29,4,1498,1349.1,1499,NA,NA,1799
"P6",204,5,1697.38,8,7,29,4,1253.16,1789.9,1789.9,1699,NA,2110.59
"P6",206,12,1608.67,8,7,29,6,1499,1499,1499,NA,NA,1999
"P6",207,21,1608.67,8,7,29,7,1699.9,1789.9,1789.9,1614.05,NA,1981.18
"P6",206,12,1608.67,20,7,29,6,1699.9,1789.9,1789.9,1614.05,NA,1981.18
"P6",205,7,1697.34,8,7,29,5,1319.12,1789.9,1789.9,1699,NA,NA
"P6",230,15,1673.94,20,8,33,2,1663.18,NA,NA,1799.1,NA,1999
"P6",232,5,1673.89,8,8,33,4,1663.15,1503,1503,1499,NA,1999
"P6",155,10,1804.05,8,6,22,4,1796.86,1796.86,1796.86,NA,NA,1999
"P6",155,10,1804.05,8,6,22,4,1796.86,1796.86,1796.86,NA,NA,1999
"P6",155,10,1804.05,8,6,22,4,1819.9,1999,1999,1599,NA,1904.7
"P6",155,10,1804.05,8,6,22,4,1819.9,1999,1999,1599,NA,1904.7
"P6",200,4,1697.63,20,7,28,7,1679.91,1696.88,1696.88,NA,NA,1799
"P6",155,10,1804.05,20,6,22,4,1796.86,1796.86,1796.86,NA,NA,1999
"P6",157,12,1804.05,20,6,22,6,1819.9,NA,NA,1599,NA,1904.7
"P6",157,12,1804.05,20,6,22,6,1819.9,NA,NA,1599,NA,1904.7
"P6",158,7,1804.05,20,6,22,7,1796.86,1796.86,1796.86,NA,NA,1999
"P6",163,8,1777.895,8,6,23,5,1768.97,1768.97,1768.97,NA,NA,1999
"P6",163,8,1777.895,8,6,23,5,1797.79,1799.9,1654.21,NA,NA,1904.7
"P6",163,8,1777.895,8,6,23,5,1768.97,1768.97,1768.97,NA,NA,1999
"P6",164,9,1758.9,20,6,23,6,1797.77,1799.9,1799.9,1999,NA,NA
"P6",164,9,1758.9,20,6,23,6,1768.96,1768.96,1768.96,NA,NA,1999
"P6",164,9,1758.9,20,6,23,6,1797.77,1799.9,1799.9,1999,NA,NA
"P6",164,9,1758.9,8,6,23,6,1768.95,1768.95,1768.95,NA,NA,1999
"P6",165,10,1757.9,20,6,23,7,1797.77,1799.9,1768,NA,NA,NA
"P6",165,10,1757.9,20,6,23,7,1797.77,1799.9,1591.2,NA,NA,NA
"P6",174,11,1738.69,20,6,25,2,1999,1999,1899,1699,NA,1999
"P6",174,11,1738.69,8,6,25,2,1529.1,1529.1,1581.05,1495.12,NA,1999
"P6",166,6,1757.775,20,6,24,1,1839.88,1839.88,1839.88,NA,NA,1999
"P6",166,6,1757.775,20,6,24,1,1839.88,1839.88,1839.88,NA,NA,1999
"P6",166,6,1757.775,20,6,24,1,1797.77,1799.9,1799.9,NA,NA,NA
"P6",172,4,1740.395,20,6,24,7,1529.1,1529.1,1566.8,1699,NA,1999
"P6",172,4,1740.395,20,6,24,7,1699,1699,1740.89,1699,NA,1999
"P6",172,4,1740.395,20,6,24,7,1908,1789.9,1789.9,NA,NA,NA
"P6",218,11,1677,20,8,31,4,1319.12,1821.56,1499,NA,NA,NA
"P6",219,8,1676.99,20,8,31,5,1694.99,1719.9,1719.9,NA,NA,1977.65
"P6",219,8,1676.99,20,8,31,5,1799,1799,1673.9,NA,NA,NA
"P6",219,8,1676.99,20,8,31,5,1583.12,1619.1,1673.9,NA,NA,NA
"P6",245,4,1716.425,8,9,35,3,1499,1499,1499,1499,NA,1999
"P6",245,4,1716.425,20,9,35,3,1499,1669.57,1499,1499,NA,1999
"P6",245,4,1716.425,20,9,35,3,1499,1698.94,1499.9,1499,NA,1769
"P6",245,4,1716.425,20,9,35,3,1319.12,1698.94,1349.91,1499,NA,1769
"P6",224,6,1674,20,8,32,3,1499,1499,1699,NA,NA,1999
"P6",225,2,1836.5,8,8,32,4,1663.73,1673.89,1590.2,1498,NA,NA
"P6",242,1,1633.75,20,8,34,7,1689.27,1669.63,1669.63,NA,NA,1999
"P6",176,7,1776.72,20,6,25,4,1899,1789.9,1789.9,1529.1,NA,NA
"P6",177,4,1776.72,8,6,25,5,1899,1789.9,1789.9,1699,NA,NA
"P6",177,4,1776.72,8,6,25,5,1768.99,1768.99,1768.99,1799,NA,1999
"P6",177,4,1776.72,8,6,25,5,1768.99,1768.99,1768.99,1799,NA,1999
"P6",178,2,1767.05,8,6,25,6,1529.1,1789.9,1618.88,1529.1,NA,NA
"P6",180,8,1764.69,20,6,26,1,1529.1,1789.9,1349.1,NA,NA,NA
"P6",184,3,1763.28,8,7,26,5,1613.96,1765.89,1589.31,1614.05,NA,NA
"P6",183,5,1763.28,20,7,26,4,1647.93,1698.9,1710.01,1699,NA,1999
"P6",184,3,1763.28,20,7,26,5,1748.8,1764.89,1588.41,NA,NA,NA
"P6",184,3,1763.28,20,7,26,5,1698.9,1613.96,1755.89,1699,NA,1999
"P6",196,5,1697.89,8,7,28,3,1407.03,1756.89,1756.89,1599,NA,NA
"P6",196,5,1697.89,8,7,28,3,1498.9,1498.9,1696.9,1699,NA,1999
"P6",199,7,1697.65,20,7,28,6,1696.88,1696.88,1696.88,NA,NA,1799
"P6",199,7,1697.65,20,7,28,6,1696.88,1696.88,1696.88,NA,NA,1799
"P6",199,7,1697.65,20,7,28,6,1459.12,1789.9,1789.9,1489,NA,NA
"P6",203,7,1697.46,8,7,29,3,1498,1498,1424.05,NA,NA,1799
"P6",203,7,1697.46,8,7,29,3,1319.12,1789.9,1789.9,1498,NA,NA
"P6",203,7,1697.46,20,7,29,3,1319.12,1789.9,1789.9,1498,NA,2110.59
"P6",203,7,1697.46,20,7,29,3,1499,1789.9,1789.9,1498,NA,2110.59
"P6",154,14,1804.05,8,6,22,3,1797.99,1999,1999,1599,NA,1904.7
"P6",154,14,1804.05,20,6,22,3,1796.86,1796.86,1617.18,NA,NA,1999
"P6",155,10,1804.05,20,6,22,4,1796.86,1796.86,1796.86,NA,NA,1999
"P6",157,12,1804.05,8,6,22,6,1819.9,NA,NA,1599,NA,1904.7
"P6",157,12,1804.05,8,6,22,6,1796.86,1796.86,1796.86,NA,NA,1999
"P6",157,12,1804.05,8,6,22,6,1796.86,1796.86,1796.86,NA,NA,1999
"P6",157,12,1804.05,8,6,22,6,1819.9,NA,NA,1599,NA,1904.7
"P6",158,7,1804.05,20,6,22,7,1796.86,1796.86,1796.86,NA,NA,1999
"P6",162,11,1780.76,20,6,23,4,1768.98,1768.97,1768.97,NA,NA,1999
"P6",162,11,1780.76,20,6,23,4,1768.98,1768.97,1768.97,NA,NA,1999
"P6",162,11,1780.76,20,6,23,4,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",164,9,1758.9,8,6,23,6,1768.95,1768.95,1768.95,NA,NA,1999
"P6",164,9,1758.9,8,6,23,6,1797.77,1799.9,1591.2,1999,NA,NA
"P6",164,9,1758.9,8,6,23,6,1797.77,1799.9,1768,1999,NA,NA
"P6",165,10,1757.9,8,6,23,7,1797.77,1799.9,1768,NA,NA,NA
"P6",165,10,1757.9,8,6,23,7,1768.96,1768.96,1768.96,NA,NA,1999
"P6",165,10,1757.9,8,6,23,7,1768.96,1768.96,1768.96,NA,NA,1999
"P6",165,10,1757.9,8,6,23,7,1797.77,1799.9,1591.2,NA,NA,NA
"P6",166,6,1757.775,20,6,24,1,1797.77,1799.9,1799.9,NA,NA,NA
"P6",166,6,1757.775,8,6,24,1,1768.96,1768.96,1899,NA,NA,1999
"P6",166,6,1757.775,8,6,24,1,1768.96,1768.96,1899,NA,NA,1999
"P6",172,4,1740.395,8,6,24,7,1699,1699,1745,1699,NA,1999
"P6",172,4,1740.395,8,6,24,7,1908,1789.9,1789.9,NA,NA,NA
"P6",172,4,1740.395,8,6,24,7,1529.1,1529.1,1570.5,1699,NA,1999
"P6",172,4,1740.395,8,6,24,7,1908,1789.9,1789.9,NA,NA,NA
"P6",220,1,1676.99,8,8,31,6,1672.99,1619.1,1591.16,NA,NA,1977.65
"P6",225,2,1836.5,8,8,32,4,1698,1698,1673.9,NA,NA,1999
"P6",224,6,1674,20,8,32,3,1319.12,1349.1,1699,NA,NA,1999
"P6",224,6,1674,20,8,32,3,1663.64,1673.89,1673.89,1498,NA,NA
"P6",242,1,1633.75,8,8,34,7,1689.27,1669.64,1669.64,NA,NA,1999
"P6",242,1,1633.75,8,8,34,7,1689.27,1502.68,1502.68,NA,NA,1999
"P6",242,1,1633.75,8,8,34,7,1698.9,1698.9,1698.9,1699,NA,1769
"P6",241,2,1566.825,20,8,34,6,1319.12,1502.68,1669.64,NA,NA,1999
"P6",241,2,1566.825,20,8,34,6,1499,1669.64,1669.64,NA,NA,1999
"P6",228,6,1674,20,8,32,7,1698,1698,1698,NA,NA,NA
"P6",228,6,1674,20,8,32,7,1663.19,NA,NA,1599,NA,NA
"P6",228,6,1674,20,8,32,7,1663.19,NA,NA,1439.1,NA,NA
"P6",245,4,1716.425,8,9,35,3,1698.94,1698.94,1698.94,1499,NA,1769
"P6",246,3,1999,8,9,35,4,1319.12,1660.36,1349.91,1499,NA,1769
"P6",232,5,1673.89,8,8,33,4,1673.91,1699,1673.93,NA,NA,1769
"P6",232,5,1673.89,8,8,33,4,1663.15,1503,1503,1499,NA,1999
"P6",230,15,1673.94,20,8,33,2,1663.18,NA,NA,1999,NA,1999
"P6",176,7,1776.72,20,6,25,4,1899,1789.9,1789.9,1699,NA,NA
"P6",176,7,1776.72,20,6,25,4,1768.99,1529.1,1768.99,1799,NA,1999
"P6",176,7,1776.72,20,6,25,4,1768.99,1699,1768.99,1799,NA,1999
"P6",203,7,1697.46,8,7,29,3,1498,1498,1424.05,NA,NA,1799
"P6",183,5,1763.28,20,7,26,4,1748.89,1765.89,1765.89,1699,NA,NA
"P6",183,5,1763.28,8,7,26,4,1748.89,1788.99,1788.99,NA,NA,NA
"P6",180,8,1764.69,8,6,26,1,1899,1349.1,1349.1,1699,NA,NA
"P6",180,8,1764.69,8,6,26,1,1874,1899,1589.31,1799,NA,1999
"P6",180,8,1764.69,8,6,26,1,1874,1899,1765.9,1799,NA,1999
"P6",180,8,1764.69,20,6,26,1,1699,1789.9,1349.1,NA,NA,NA
"P6",186,2,1756.7,8,7,26,7,1747.89,1764.89,1764.89,NA,NA,NA
"P6",186,2,1756.7,8,7,26,7,1747.89,1764.89,1764.89,NA,NA,NA
"P6",187,2,1756.7,8,7,27,1,1698.9,1698.9,1668.1,1699,NA,1999
"P6",187,2,1756.7,8,7,27,1,1747.89,1764.89,1508.99,NA,NA,NA
"P6",187,2,1756.7,20,7,27,1,1499,1499,1755.87,1599,NA,1999
"P6",187,2,1756.7,8,7,27,1,1698.9,1698.9,1668.1,1699,NA,1999
"P6",189,3,1754.89,20,7,27,3,1319.03,1349.01,1499,1699,NA,1999
"P6",190,2,1754.75,8,7,27,4,1319.12,1789.9,1789.9,1599,NA,NA
"P6",189,3,1754.89,8,7,27,3,1319.03,1349.01,1499,1499,NA,1999
"P6",192,2,1698.96,20,7,27,6,1319.03,1349.01,1499,1499,NA,NA
"P6",199,7,1697.65,14,7,28,6,1310.23,1789.9,1789.9,1489,NA,NA
"P6",199,7,1697.65,14,7,28,6,1478.32,1696.88,1696.88,NA,NA,1799
"P6",199,7,1697.65,20,7,28,6,1284.03,1789.9,1789.9,1489,NA,NA
"P6",154,14,1804.05,20,6,22,3,1819.9,1999,1999,1599,NA,1904.7
"P6",154,14,1804.05,20,6,22,3,1819.9,1999,1999,1599,NA,1904.7
"P6",154,14,1804.05,20,6,22,3,1796.86,1796.86,1796.87,NA,NA,1999
"P6",168,8,1756.73,20,6,24,3,1797.77,1799.9,1788.89,NA,NA,NA
"P6",168,8,1756.73,8,6,24,3,1829.9,1829.9,1839.88,NA,NA,1999
"P6",168,8,1756.73,8,6,24,3,1797.77,1799.9,1799.9,NA,NA,NA
"P6",168,8,1756.73,8,6,24,3,1797.77,1799.9,1799.9,NA,NA,NA
"P6",168,8,1756.73,20,6,24,3,1797.77,1799.9,1788.89,NA,NA,NA
"P6",155,10,1804.05,20,6,22,4,1819.9,1999,NA,1599,NA,1904.7
"P6",155,10,1804.05,20,6,22,4,1819.9,1999,NA,1599,NA,1904.7
"P6",156,19,1804.05,20,6,22,5,1819.9,NA,NA,1599,NA,1904.7
"P6",156,19,1804.05,20,6,22,5,1796.86,1796.86,1796.86,NA,NA,1999
"P6",162,11,1780.76,8,6,23,4,1768.99,1768.99,1768.99,NA,NA,1999
"P6",162,11,1780.76,20,6,23,4,1819.9,1799.9,1799.9,NA,NA,1904.7
"P6",162,11,1780.76,8,6,23,4,1768.99,1768.99,1768.99,NA,NA,1999
"P6",163,8,1777.895,20,6,23,5,1768.95,1768.96,1768.95,NA,NA,1999
"P6",164,9,1758.9,20,6,23,6,1768.96,1768.96,1768.96,NA,NA,1999
"P6",165,10,1757.9,20,6,23,7,1768.96,1768.96,1899,NA,NA,1999
"P6",166,6,1757.775,8,6,24,1,1797.77,1799.9,1768,NA,NA,NA
"P6",165,10,1757.9,20,6,23,7,1768.96,1768.96,1899,NA,NA,1999
"P6",166,6,1757.775,8,6,24,1,1797.77,1799.9,1591.2,NA,NA,NA
"P6",218,11,1677,20,8,31,4,1499,1821.56,1499,NA,NA,NA
"P6",219,8,1676.99,8,8,31,5,1319.12,1349.1,1499,NA,NA,NA
"P6",218,11,1677,20,8,31,4,1319.12,1719.9,1424.05,NA,NA,1977.65
"P6",219,8,1676.99,8,8,31,5,1695.97,1719.9,1719.9,NA,NA,1977.65
"P6",219,8,1676.99,8,8,31,5,1695.97,1719.9,1719.9,NA,NA,1977.65
"P6",245,4,1716.425,20,9,35,3,1499,1669.57,1499,1499,NA,1999
"P6",225,2,1836.5,8,8,32,4,1663.73,1673.89,1590.2,1498,NA,NA
"P6",224,6,1674,20,8,32,3,1663.64,1673.89,1673.89,1498,NA,NA
"P6",244,8,1499.9,8,9,35,2,1698.99,1698.99,1698.99,1699,NA,1769
"P6",240,6,1637.77,20,8,34,5,1698.9,1698.9,1698.9,1499,NA,1769
"P6",241,2,1566.825,20,8,34,6,1698.9,1698.9,1698.9,1699,NA,1769
"P6",241,2,1566.825,8,8,34,6,1698.9,1698.9,1698.9,1699,NA,1769
"P6",226,8,1674,8,8,32,5,1698,1698,1698,NA,NA,1999
"P6",226,8,1674,20,8,32,5,1698,1698,1698,NA,NA,NA
"P6",231,13,1673.93,8,8,33,3,1663.17,NA,NA,1999,NA,1999
"P6",231,13,1673.93,20,8,33,3,1663.14,1503,1503,1499,NA,1999
"P6",177,4,1776.72,8,6,25,5,1899,1789.9,1789.9,1699,NA,NA
"P6",176,7,1776.72,8,6,25,4,1898.99,1529.1,1898.99,1799,NA,1999
"P6",176,7,1776.72,8,6,25,4,1899,1789.9,1789.9,1529.1,NA,NA
"P6",176,7,1776.72,8,6,25,4,1898.99,1699,1898.99,1799,NA,1999
"P6",176,7,1776.72,8,6,25,4,1899,1789.9,1789.9,1699,NA,NA
"P6",179,1,1764.9,20,6,25,7,1874,1799,1765.9,1799,NA,1999
"P6",180,8,1764.69,8,6,26,1,1899,1349.1,1349.1,1529.1,NA,NA
"P6",179,1,1764.9,20,6,25,7,1874,1619.1,1589.31,1799,NA,1999
"P6",184,3,1763.28,8,7,26,5,1698.9,1698.9,1762.89,1699,NA,1999
"P6",183,5,1763.28,8,7,26,4,1764.69,1762.89,1762.89,1699,NA,1999
"P6",183,5,1763.28,8,7,26,4,1588.22,1762.89,1762.89,1699,NA,1999
"P6",186,2,1756.7,20,7,26,7,1747.89,1764.89,1508.99,NA,NA,NA
"P6",186,2,1756.7,20,7,26,7,1747.89,1764.89,1508.99,NA,NA,NA
"P6",189,3,1754.89,20,7,27,3,1319.12,1439.01,1789.9,1599,NA,NA
"P6",189,3,1754.89,8,7,27,3,1498.9,1498.9,1499,1499,NA,1999
"P6",191,1,1698.34,8,7,27,5,1499,1499,1499,1699,NA,NA
"P6",191,1,1698.34,20,7,27,5,1319.03,1349.01,1499,1499,NA,NA
"P6",195,1,1698,20,7,28,2,1319.03,1756.89,1756.89,1599,NA,NA
"P6",194,3,1698.94,20,7,28,1,1755.87,1755.87,1755.87,1499,NA,1999
"P6",194,3,1698.94,8,7,28,1,1319.03,1763.89,1763.89,1499,NA,NA
"P6",195,1,1698,8,7,28,2,1319.12,1755.87,1499,1499,NA,1999
"P6",195,1,1698,20,7,28,2,1498.9,1756.89,1756.89,1599,NA,NA
"P6",199,7,1697.65,14,7,28,6,1488.9,1789.9,1789.9,1489,NA,NA
"P6",167,12,1756.88,20,6,24,2,1839.88,1839.88,1839.88,NA,NA,1999
"P6",167,12,1756.88,20,6,24,2,1797.77,1799.9,1799.9,NA,NA,NA
"P6",167,12,1756.88,20,6,24,2,1839.88,1839.88,1839.88,NA,NA,1999
