"PROD_ID","qty_semana","media_preco_semana","dia","qty","preco","date","qty_anterior","hora","mes","semana","dia_da_semana_num","C1","C2","C3","C4","C5","C6"
"P8",324,466.828179012346,201,67,443.95,2015-07-20,34,20,7,29,1,442,442,442,NA,NA,469
"P3",94,1248.56968085106,167,23,1169.1,2015-06-16,3,8,6,24,2,1249,1249,NA,NA,NA,NA
"P8",163,463.949018404908,227,17,449,2015-08-15,18,20,8,32,6,448,448,441,459.9,NA,439
"P2",3390,695.453061946903,176,1133,649,2015-06-25,785,8,6,25,4,NA,NA,571.03,602.1,NA,739
"P8",3530,404.483011331445,257,51,439,2015-09-14,45,8,9,37,1,431.99,431.99,448,NA,NA,NA
"P2",359,875.231086350975,44,45,879,2015-02-13,68,8,2,6,5,NA,NA,799,812.42,829,879
"P1",134,1482.77947761194,244,21,1424.05,2015-09-01,1,8,9,35,2,1319.12,1499,NA,NA,1424.05,NA
"P1",134,1482.77947761194,249,13,1499,2015-09-06,11,20,9,35,7,1499,1499,NA,NA,1424.05,1599.9
"P4",128,602.484375,231,29,499.9,2015-08-19,18,8,8,33,3,NA,NA,NA,479,NA,NA
"P3",62,1237.91870967742,177,5,1199.9,2015-06-26,6,8,6,25,5,1199,1199,1199,1299,NA,1099
"P9",197,489.450456852792,167,45,479,2015-06-16,59,20,6,24,2,498.99,489.88,512.99,NA,599,491.79
"P2",559,671.358050089445,264,97,666,2015-09-21,436,19,9,38,1,549,549,549,799.9,NA,769
"P4",349,539.157936962751,281,43,484.94,2015-10-08,31,8,10,40,4,NA,NA,NA,469.9,NA,497
"P9",240,516.107291666667,125,37,499,2015-05-05,29,20,5,18,2,529,529.8,529,NA,NA,535.99
"P7",2432,881.438893914474,69,404,849,2015-03-10,364,20,3,10,2,849,849,849,849,849,849
"P8",3530,404.483011331445,258,778,379,2015-09-15,51,8,9,37,2,438.9,438.9,448,NA,NA,428
"P5",496,825.629233870968,261,23,898.99,2015-09-18,23,20,9,37,5,809.1,809.1,710.1,NA,NA,NA
"P6",14,1728.98642857143,187,2,1756.7,2015-07-06,2,20,7,27,1,1349.1,1763.89,1349.1,1469.02,NA,NA
"P6",29,1624.71,237,8,1638.995,2015-08-25,6,20,8,34,2,1689.9,1669.9,1503,NA,NA,1999
"P6",40,1782.75,224,6,1674,2015-08-12,9,20,8,32,3,1499,1499,1699,NA,NA,1999
"P7",2537,779.120224674813,219,442,749,2015-08-07,488,8,8,31,5,NA,NA,NA,749,757.68,NA
"P5",43,925.090930232558,159,12,894.97,2015-06-08,12,8,6,23,1,933.99,933.99,933.99,NA,NA,NA
"P7",567,777.773968253968,240,42,779,2015-08-28,54,20,8,34,5,NA,NA,NA,729,801,NA
"P7",1742,780.137858783008,222,488,749,2015-08-10,217,20,8,32,1,NA,NA,NA,674.1,757.68,NA
"P7",3059,870.915096436744,115,322,849,2015-04-25,457,8,4,16,6,NA,NA,NA,764.1,NA,NA
"P6",46,1802.01260869565,149,6,1797,2015-05-29,12,8,5,21,5,1999,1787,1787,NA,NA,1999
"P8",238,524.330924369748,129,43,499,2015-05-09,21,8,5,18,6,474.05,474.05,525.99,NA,NA,526
"P3",21,1290.43333333333,238,3,1274.9,2015-08-26,3,8,8,34,3,1099,1099,1099,NA,NA,1139
"P7",1808,834.713938053097,153,299,799,2015-06-02,198,8,6,22,2,719.1,719.1,719.1,779,849,749
"P7",806,793.61570719603,278,65,789,2015-10-05,54,8,10,40,1,699,699,699,679.92,811,NA
"P7",6324,797.666589184061,199,754,749,2015-07-18,1012,14,7,28,6,749,738,749,749,NA,729
"P3",55,1322.27745454545,120,20,1299,2015-04-30,13,8,4,17,4,1287.9,1287.9,1287.9,1499,NA,1305
"P6",94,1843.06329787234,103,17,1785.9,2015-04-13,5,11,4,15,1,1798,1784.88,1798,NA,NA,1799
"P3",31,1193.72096774194,280,5,1231.79,2015-10-07,6,20,10,40,3,1209.74,1209.74,1130,1099,NA,1199
"P7",4973,899.028799517394,60,872,849,2015-03-01,635,0,3,8,7,848.99,848.99,848.99,721.65,NA,849
"P2",2159,675.95123668365,180,868,649,2015-06-29,28,8,6,26,1,664.05,664.05,616.46,698,NA,739
"P2",523,726.560497131931,168,69,708.99,2015-06-17,54,20,6,24,3,698.89,698.89,698.89,649,NA,679
"P2",7217,705.699577386726,229,102,678.995,2015-08-17,44,20,8,33,1,NA,NA,677.97,719.1,NA,699
"P9",774,431.38476744186,240,67,399,2015-08-28,101,20,8,34,5,399.9,399.9,399.9,NA,599,439
"P3",94,1248.56968085106,166,3,1278.84,2015-06-15,2,20,6,24,1,1275.99,1275.99,1275.99,NA,NA,1248.8
"P2",1012,819.794328063241,68,83,791.1,2015-03-09,146,8,3,10,1,594.15,629.1,699,829,NA,NA
"P8",2445,406.591967280164,246,76,439,2015-09-03,907,8,9,35,4,449,433.01,433.01,479,NA,NA
"P6",734,1711.29878746594,38,11,1886.73,2015-02-07,55,20,2,5,6,1887,2199,1859,NA,NA,1999
"P6",47,1878.21276595745,138,8,1835,2015-05-18,3,20,5,20,1,1779.9,1899,1779.9,NA,NA,1999
"P7",4524,789.07034040672,163,803,749,2015-06-12,813,8,6,23,5,NA,NA,NA,719.1,792.57,NA
"P5",34,886.039117647059,167,2,957.05,2015-06-16,3,20,6,24,2,923,923,923,NA,NA,NA
"P3",26,1152.29230769231,275,6,1166.96,2015-10-02,3,8,10,39,5,999,1034.1,NA,NA,NA,NA
"P6",94,1843.06329787234,105,22,1749,2015-04-15,11,8,4,15,3,1796.97,1797.99,1797.99,2199,NA,NA
"P1",96,1482.90395833333,162,21,1499,2015-06-11,12,8,6,23,4,1349.1,1349.1,1349.1,NA,NA,NA
"P9",128,451.205703125,210,16,439,2015-07-29,24,20,7,30,3,422,422,422,NA,527.12,449.9
"P5",43,925.090930232558,165,4,927.98,2015-06-14,1,20,6,23,7,934,934,835.18,NA,NA,NA
"P2",403,723.825856079405,199,39,699.9,2015-07-18,38,20,7,28,6,NA,NA,697.9,689,NA,897.37
"P8",238,524.330924369748,129,43,499,2015-05-09,21,8,5,18,6,449.1,449.1,525.99,NA,NA,526
"P1",124,1482.50927419355,186,12,1499,2015-07-05,9,8,7,26,7,1464.9,1464.9,NA,NA,1499,NA
"P3",21,1290.43333333333,242,2,1311.81,2015-08-30,5,8,8,34,7,879.12,899.1,899.1,NA,NA,1139
"P1",112,1438.58660714286,100,12,1499,2015-04-10,15,8,4,14,5,1499,1499,1499,NA,1499,1499
"P1",211,1427.99142180095,133,19,1399,2015-05-13,23,20,5,19,3,1899,1899,NA,NA,1438.2,NA
"P7",3575,843.921846153846,142,1248,776.67,2015-05-22,613,8,5,20,5,796.99,797,797,789,849,799
"P6",35,1601.18857142857,246,3,1999,2015-09-03,4,8,9,35,4,1499,1669.56,1669.56,1499,NA,1999
"P5",348,829.300890804598,205,16,878,2015-07-24,47,20,7,29,5,999,931.9,1039,NA,NA,NA
"P8",2451,424.883835169319,280,369,394.9,2015-10-07,181,8,10,40,3,399,413,412.99,NA,NA,399.99
"P7",9629,846.505154221622,122,2403,749,2015-05-02,2345,20,5,17,6,799,799,799,749,879,749
"P4",608,555.388338815789,249,276,443.33,2015-09-06,167,20,9,35,7,NA,NA,NA,494.91,NA,655
"P8",169,524.337869822485,159,42,499,2015-06-08,34,8,6,23,1,479,479,479,498,NA,498.99
"P4",464,747.806853448276,186,7,499,2015-07-05,12,8,7,26,7,NA,NA,NA,569,NA,629.9
"P8",318,465.96427672956,200,34,443.95,2015-07-19,35,20,7,28,7,442,442,431.53,NA,NA,469
"P8",163,463.949018404908,225,12,449,2015-08-13,34,8,8,32,4,448,448,441,459.9,NA,449.9
"P6",46,1802.01260869565,151,3,1796.9,2015-05-31,2,20,5,21,7,1829.94,1999,1999,1599,NA,NA
"P2",393,772.615623409669,134,27,828.9,2015-05-14,59,20,5,19,4,798,798,798,699,NA,769
"P9",1260,424.76126984127,268,53,399,2015-09-25,388,8,9,38,5,399.9,399.9,399.9,NA,500.72,439.99
"P6",41,1756.73048780488,176,7,1776.72,2015-06-25,10,8,6,25,4,1898.99,1699,1898.99,1799,NA,1999
"P8",4764,417.624334592779,235,58,449.1,2015-08-23,54,8,8,33,7,432,432,432,479,NA,NA
"P9",296,462.600135135135,252,43,433,2015-09-09,39,20,9,36,3,429.9,429.9,411.48,NA,483.12,449
"P5",83,934.31578313253,145,4,956.99,2015-05-25,8,20,5,21,1,979.99,979.99,979.99,NA,NA,NA
"P3",62,1237.91870967742,178,9,1248.9,2015-06-27,5,20,6,25,6,1159,1159,1159,1299,NA,1099
"P6",132,1581.78886363636,271,20,1459,2015-09-28,5,8,9,39,1,1498.4,1349.99,1349.99,1449,NA,1699
"P3",101,1451.90584158416,77,18,1499,2015-03-18,17,8,3,11,3,1449.99,1449.99,1449.99,1499,1349,1499
"P6",40,1458.855,286,20,1457.97,2015-10-13,15,8,10,41,2,1480,1480,1480,NA,NA,1998.99
"P2",2067,758.173439767779,105,409,729,2015-04-15,604,20,4,15,3,797.99,729,729,879,NA,799
"P5",155,822.991806451613,180,26,798,2015-06-29,30,20,6,26,1,718.2,718.2,796.99,NA,NA,NA
"P7",806,793.61570719603,282,171,719.1,2015-10-09,168,20,10,40,5,NA,NA,NA,729.9,841,NA
"P6",73,1810.61410958904,98,11,1785.96,2015-04-08,18,8,4,14,3,1796,1849.9,1899,1935.12,NA,NA
"P9",1525,409.749836065574,276,155,399,2015-10-03,39,8,10,39,6,429.9,429.9,429.9,NA,569,449.99
"P7",6502,815.289131036604,137,286,776.67,2015-05-17,741,20,5,19,7,NA,NA,NA,749,738.63,NA
"P7",4416,882.400865036232,75,310,879,2015-03-16,29,20,3,11,1,NA,NA,NA,849,849,NA
"P4",1451,527.765740868367,136,339,474.05,2015-05-16,443,20,5,19,6,NA,NA,NA,499,NA,519
"P7",3575,843.921846153846,141,613,776.67,2015-05-21,219,20,5,20,4,796.99,797,889.9,789,849,799
"P6",39,1740.74282051282,213,3,1808.99,2015-08-01,6,20,8,30,6,1699,1661.89,1476.55,NA,NA,1999
"P9",25,504.4396,175,6,485.95,2015-06-24,4,8,6,25,3,421.52,421.52,412.63,NA,434.13,490.78
"P6",79,1803.70151898734,128,14,1799,2015-05-08,9,8,5,18,5,1829,1934.52,1502.8,2199,NA,2097.26
"P7",5495,758.149040946315,265,890,699,2015-09-22,99,20,9,38,2,698,699,698,699.9,811,NA
"P1",96,1482.90395833333,165,8,1449,2015-06-14,14,8,6,23,7,1349.1,1349.1,1349.1,NA,NA,NA
"P2",1654,771.888796856106,63,171,746.1,2015-03-04,268,8,3,9,3,NA,NA,629.1,829,829,879
"P3",101,1451.90584158416,77,18,1499,2015-03-18,17,20,3,11,3,1499,1499,NA,NA,1543.9,NA
"P3",37,1298.00675675676,151,7,1279,2015-05-31,12,8,5,21,7,1289,1169.1,1169.1,1199,NA,1239.9
"P8",388,496.48574742268,189,134,450.91,2015-07-08,145,8,7,27,3,463.49,463.49,463.49,469,NA,489.81
"P8",1072,457.292192164179,211,363,426.55,2015-07-30,207,20,7,30,4,379.71,424.8,416.96,459.9,NA,449.9
"P7",5167,865.888294948713,97,426,849,2015-04-07,433,20,4,14,2,829,829,829,879,849,879
"P8",344,465.684273255814,256,45,439,2015-09-13,52,8,9,36,7,438.9,438.9,438.9,NA,NA,449
"P3",57,1198.23684210526,231,17,1098,2015-08-19,11,8,8,33,3,1099,968.19,NA,NA,NA,NA
"P2",1435,685.825149825784,210,241,664.05,2015-07-29,39,20,7,30,3,649.9,664.05,664.05,649.9,NA,1089
"P6",25,2549.2084,49,2,2399,2015-02-18,2,8,2,7,3,1885.9,2199,1859,1599,NA,1999
"P1",201,1384.56218905473,76,28,1362.5,2015-03-17,24,9,3,11,2,1362.5,1362.5,1362.5,NA,1499,1499
"P6",61,1810.50114754098,116,6,1769,2015-04-26,2,20,4,16,7,1699,1699,1699,NA,NA,1799
"P7",5138,746.458551965745,271,360,699,2015-09-28,192,20,9,39,1,698,698,698,699.9,770.45,NA
"P3",19,1224.31315789474,221,2,1319,2015-08-09,3,20,8,31,7,1099,1099,1099,1499,NA,1499
"P2",1654,771.888796856106,64,120,746.1,2015-03-05,171,20,3,9,4,NA,NA,699,829,829,878
"P7",3485,870.555202295552,104,230,799,2015-04-14,953,9,4,15,2,849,849,849,879,879,849
"P2",242,754.582438016529,155,51,718,2015-06-04,44,20,6,22,4,NA,NA,577.71,629,695.13,728.99
"P6",47,1878.21276595745,139,6,1833.45,2015-05-19,8,8,5,20,2,1889.9,1889.9,1644.24,NA,NA,1904.7
"P3",56,1388.93142857143,91,8,1390,2015-04-01,7,20,4,13,3,1499,1499,NA,NA,1543.9,NA
"P8",324,466.828179012346,201,67,443.95,2015-07-20,34,8,7,29,1,442,442,431.53,NA,NA,NA
"P7",2537,779.120224674813,221,217,749,2015-08-09,392,8,8,31,7,NA,NA,NA,749,861,NA
"P7",3440,763.527345930233,250,47,779,2015-09-07,571,20,9,36,1,699,699,699,701.91,801,NA
"P5",2310,791.940264069264,190,387,749,2015-07-09,395,20,7,27,4,798,798,759,NA,NA,NA
"P7",806,793.61570719603,280,177,759.05,2015-10-07,98,8,10,40,3,799.9,849.9,799.9,699.9,841,NA
"P3",77,1368.17311688312,126,12,1328.625,2015-05-06,17,8,5,18,3,1264,1264,NA,NA,1455,NA
"P4",34,561.957352941176,213,3,567.86,2015-08-01,1,10,8,30,6,NA,NA,NA,479,NA,629.9
"P8",1365,449.043684981685,151,156,443.33,2015-05-31,148,20,5,21,7,431.1,455.05,455.05,599,NA,493.97
"P7",1257,868.525202863962,13,258,849,2015-01-13,110,20,1,2,2,NA,NA,999,799,NA,NA
"P4",214,582.514252336449,161,65,509,2015-06-10,12,8,6,23,3,NA,NA,NA,569,NA,499
"P5",3466,797.009145989613,243,310,749,2015-08-31,15,20,8,35,1,808.2,808.2,808.2,NA,NA,NA
"P5",1492,789.504430294906,279,100,779,2015-10-06,385,20,10,40,2,819,853.52,779,NA,NA,NA
"P1",161,1523.67298136646,215,19,1499,2015-08-03,16,8,8,31,1,1349.1,1349.1,1499,NA,1424.05,NA
"P2",307,722.348729641694,162,46,713.9,2015-06-11,52,20,6,23,4,629.1,629.1,629.01,659,NA,599
"P7",9629,846.505154221622,119,376,849,2015-04-29,652,20,4,17,3,848,848,848,849,NA,849
"P4",648,533.470015432099,172,147,499,2015-06-21,177,20,6,24,7,NA,NA,NA,569,NA,499
"P7",3440,763.527345930233,254,1102,699,2015-09-11,1300,20,9,36,5,NA,NA,NA,699.9,760.95,NA
"P6",62,1774.21983870968,122,10,1773.98,2015-05-02,3,8,5,17,6,1789,1839.9,1798,1935.12,NA,NA
"P9",1113,427.85850853549,283,123,388.99,2015-10-10,141,20,10,40,6,395.82,395.83,395.82,NA,500.72,399.99
"P8",189,501.858095238095,142,22,523.5,2015-05-22,17,8,5,20,5,421.52,421.52,421.52,499,NA,494
"P2",370,869.542810810811,53,32,787,2015-02-22,90,8,2,7,7,NA,NA,821,829,829,879
"P6",60,1818.56016666667,91,10,1788.87,2015-04-01,8,20,4,13,3,1738.98,1849.9,1849.9,1935.12,NA,NA
"P6",272,1773.47602941176,63,135,1703.41,2015-03-04,11,20,3,9,3,2199,1879,NA,NA,NA,2379.87
"P5",NA,NA,133,NA,NA,NA,NA,8,5,19,3,1069,1069,989.1,NA,NA,NA
"P7",5138,746.458551965745,273,918,699,2015-09-30,697,20,9,39,3,743,697.99,697.99,699.9,770.45,NA
"P9",296,462.600135135135,253,47,433,2015-09-10,43,20,9,36,4,438.9,438.9,411.48,NA,483.12,NA
"P1",112,1438.58660714286,96,4,1499,2015-04-06,5,20,4,14,1,1499,1499,1499,NA,1499,NA
"P1",96,1482.90395833333,163,9,1499,2015-06-12,21,20,6,23,5,1349.1,1349.1,1349.1,NA,1424.05,NA
"P2",206,801.405291262136,141,54,759.05,2015-05-21,12,20,5,20,4,NA,NA,799,689,738.63,749
"P1",95,1528.46315789474,261,11,1499,2015-09-18,12,20,9,37,5,1319.12,1319.12,1319.12,NA,1424.05,NA
"P4",598,527.947274247492,174,155,499,2015-06-23,150,8,6,25,2,NA,NA,NA,569,NA,499
"P5",67,879.241343283582,218,12,885,2015-08-06,7,8,8,31,4,809.01,809.01,898.9,NA,NA,NA
"P8",430,469.81488372093,216,40,449.9,2015-08-04,38,8,8,31,2,434,434,413.16,459.9,NA,439.9
"P3",44,1210.00227272727,265,7,1231.79,2015-09-22,6,8,9,38,2,1018.98,1018.98,NA,NA,NA,NA
"P4",225,570.547511111111,158,9,548,2015-06-07,13,8,6,22,7,NA,NA,NA,569,NA,499
"P6",61,1846.58114754098,87,14,1749,2015-03-28,2,20,3,12,6,1829.9,1899,1899,2399,NA,2379.87
"P7",5167,865.888294948713,98,1059,799,2015-04-08,426,20,4,14,3,849,849,829,799,849,799
"P7",7019,877.873839578288,46,404,839.77,2015-02-15,601,22,2,6,7,NA,NA,NA,721.65,738.63,NA
"P6",61,1810.50114754098,111,10,1782.99,2015-04-21,18,8,4,16,2,1764.98,1769.9,1769.9,1889.1,NA,NA
"P5",218,818.92871559633,179,30,798,2015-06-28,22,8,6,25,7,796.99,796.99,796.99,NA,NA,NA
"P4",608,555.388338815789,243,26,540.55,2015-08-31,7,20,8,35,1,NA,NA,NA,494.1,NA,NA
"P3",100,1278.813,144,21,1234.05,2015-05-24,24,8,5,20,7,1218.99,1218.99,NA,NA,NA,NA
"P3",56,1388.93142857143,90,7,1389.9,2015-03-31,17,20,3,13,2,1389.99,1389.99,1389.99,1499,1499,1349
"P2",2159,675.95123668365,182,70,689.9,2015-07-01,1073,20,7,26,3,NA,NA,698.9,699,NA,699
"P7",2537,779.120224674813,217,276,749,2015-08-05,479,20,8,31,3,748,798.99,747.99,719,861,699
"P7",11025,755.388848072562,232,3276,699,2015-08-20,4930,8,8,33,4,744,744,744,699.9,801,738.99
"P5",46,860.678260869565,227,3,881,2015-08-15,3,8,8,32,6,886.5,886.5,886.5,NA,NA,NA
"P7",2526,915.559097387173,92,336,849,2015-04-02,328,20,4,13,4,NA,NA,NA,849,849,NA
"P9",49,494.429387755102,185,5,487.99,2015-07-04,9,20,7,26,6,464.49,464.49,455,NA,499,489.84
"P7",10948,739.430017354768,246,1829,699,2015-09-03,3065,8,9,35,4,NA,NA,NA,699.9,704.88,NA
"P3",84,1125.9719047619,211,7,1149,2015-07-30,6,20,7,30,4,1095,999,999,1199,NA,1098
"P9",1113,427.85850853549,283,123,388.99,2015-10-10,141,20,10,40,6,395.82,395.83,395.82,NA,569,399.99
"P7",6290,889.27519872814,65,435,849,2015-03-06,257,8,3,9,5,NA,NA,NA,721.65,806.55,NA
"P6",95,1529.76010526316,281,15,1499,2015-10-08,14,8,10,40,4,1543.35,1574.1,1502.1,NA,NA,1599
"P4",711,553.056511954993,148,146,499,2015-05-28,264,8,5,21,4,NA,NA,NA,569,NA,NA
"P7",3701,883.150145906512,28,445,849,2015-01-28,619,8,1,4,3,NA,NA,NA,849,849,NA
"P9",82,605.185365853658,163,6,523,2015-06-12,6,20,6,23,5,489.9,507.99,514.99,NA,599,492
"P1",201,1384.56218905473,76,28,1362.5,2015-03-17,24,20,3,11,2,NA,NA,NA,NA,1424.05,1499
"P2",1435,685.825149825784,211,541,664.05,2015-07-30,241,8,7,30,4,664,584.91,664,604.41,NA,679
"P7",6502,815.289131036604,133,770,776.67,2015-05-13,804,20,5,19,3,NA,NA,NA,749,849,NA
"P8",318,465.96427672956,197,33,449,2015-07-16,42,8,7,28,4,448,448,435.43,NA,NA,469
"P7",4195,867.654345649583,24,599,849,2015-01-24,718,8,1,3,6,NA,NA,NA,849,849,NA
"P6",29,1624.71,241,2,1566.825,2015-08-29,6,20,8,34,6,1499,1669.64,1669.64,NA,NA,1999
"P6",734,1711.29878746594,33,5,1892.69,2015-02-02,3,8,2,5,1,1894.56,1894.56,1894.56,NA,NA,1999.9
"P8",507,434.255384615385,237,35,449.1,2015-08-25,43,8,8,34,2,432,432,432,479,NA,439
"P8",463,489.982181425486,186,43,479,2015-07-05,74,20,7,26,7,463.58,464.37,463.58,479,NA,489.85
"P2",403,723.825856079405,194,81,699.9,2015-07-13,32,8,7,28,1,NA,NA,697.9,649.9,NA,NA
"P2",714,844.053109243697,19,129,829,2015-01-19,145,8,1,3,1,699,829,699,829,NA,829
"P2",2067,758.173439767779,108,185,729,2015-04-18,217,20,4,15,6,NA,NA,594.15,NA,721.65,791.1
"P3",83,1353.35686746988,99,9,1368.75,2015-04-09,16,20,4,14,4,1498.99,1349,NA,NA,1343.19,NA
"P2",393,729.101450381679,242,59,679,2015-08-30,43,8,8,34,7,NA,NA,539.1,639.2,NA,689.9
"P9",176,497.883636363636,141,18,498,2015-05-21,45,20,5,20,4,421.52,421.52,421.52,NA,521.13,495
"P4",214,582.514252336449,160,12,527.99,2015-06-09,15,20,6,23,2,NA,NA,NA,569,NA,NA
"P3",14,1286.85714285714,222,1,1199,2015-08-10,2,8,8,32,1,1099,1099,NA,NA,NA,NA
"P9",1260,424.76126984127,267,388,399,2015-09-24,481,8,9,38,4,428.98,428.98,NA,NA,569,439.99
"P6",76,1929.43947368421,19,6,1894.9,2015-01-19,4,8,1,3,1,1940,1995.9,1979,NA,NA,2369.9
"P4",131,531.303816793893,259,35,498,2015-09-16,11,20,9,37,3,NA,NA,NA,479.9,NA,NA
"P7",9629,846.505154221622,117,490,849,2015-04-27,267,8,4,17,1,849,849,849,849,NA,849
"P7",5495,758.149040946315,265,890,699,2015-09-22,99,8,9,38,2,698,629.1,698,699.9,713.68,NA
"P2",2392,717.244565217391,273,346,610,2015-09-30,150,20,9,39,3,NA,NA,563.02,799.9,NA,799.9
"P2",600,795.492783333333,102,184,749,2015-04-12,179,20,4,14,7,769.9,769.9,769.9,879,NA,791.1
"P7",2295,830.183925925926,4,562,799,2015-01-04,639,20,1,0,7,NA,NA,NA,799,799,799
"P1",96,1495.50916666667,194,18,1499,2015-07-13,10,20,7,28,1,1403.9,1403.9,NA,NA,1499,NA
"P9",479,449.320876826722,225,32,434,2015-08-13,39,20,8,32,4,448,448,441,NA,499,449.9
"P3",62,1237.91870967742,177,5,1199.9,2015-06-26,6,8,6,25,5,1169.1,1199,NA,NA,NA,NA
"P8",3530,404.483011331445,257,51,439,2015-09-14,45,8,9,37,1,431.99,431.99,448,NA,NA,NA
"P9",1947,400.801859270673,248,42,429.9,2015-09-05,44,20,9,35,6,429.9,429.9,411.48,NA,483.12,NA
"P6",132,1581.78886363636,272,21,1459,2015-09-29,20,8,9,39,2,1698.95,1832.89,1340.1,1399,NA,1699.99
"P7",5845,867.331555175364,175,1673,749,2015-06-24,736,20,6,25,3,NA,NA,NA,712.41,792.57,NA
"P2",1236,709.165954692557,191,68,683.05,2015-07-10,103,8,7,27,5,NA,NA,675.9,699,NA,NA
"P2",393,729.101450381679,238,55,692.81,2015-08-26,62,20,8,34,3,NA,NA,679.15,799,NA,NA
"P3",19,1224.31315789474,218,1,1499,2015-08-06,7,8,8,31,4,1098,1098,NA,NA,NA,NA
"P8",189,501.858095238095,142,22,523.5,2015-05-22,17,20,5,20,5,431.1,431.1,431.1,499,NA,494
"P7",5369,861.248653380518,35,649,849,2015-02-04,820,20,2,5,3,799,897.97,799,721.65,806.55,849
"P3",111,1298.04027027027,112,14,1299,2015-04-22,28,20,4,16,3,1296.87,1296.88,1296.87,1499,NA,1344
"P6",83,1824.26457831325,78,12,1748.9,2015-03-19,8,20,3,11,4,1857.95,1859,1859,1599,NA,2379.87
"P3",267,1134.00936329588,189,38,1099,2015-07-08,43,20,7,27,3,1089,1089,NA,NA,NA,NA
"P2",1654,771.888796856106,66,661,699,2015-03-07,68,20,3,9,6,NA,NA,699,746.1,729.52,879
"P7",5900,807.094998305085,184,377,791,2015-07-03,1239,8,7,26,5,749.9,749.9,749.9,799,NA,798.9
"P6",43,1753.56046511628,168,8,1756.73,2015-06-17,12,20,6,24,3,1839.88,1839.88,1839.88,1699,NA,1999
"P5",2594,816.210358519661,230,392,749,2015-08-18,5,8,8,33,2,880.99,880.99,880.99,NA,NA,NA
"P9",1260,424.76126984127,264,93,379,2015-09-21,508,19,9,38,1,433,399.99,399.99,NA,529,399.99
"P7",4874,738.317166598277,263,733,699,2015-09-20,664,8,9,37,7,697.99,629.1,697.99,696.92,713.68,NA
"P2",1012,819.794328063241,73,73,778,2015-03-14,153,20,3,10,6,778,778,778,829,NA,835.05
"P1",124,1482.50927419355,182,16,1494.585,2015-07-01,18,8,7,26,3,1463.9,1899,1899,NA,1424.05,NA
"P9",774,431.38476744186,240,67,399,2015-08-28,101,8,8,34,5,399.9,399.9,399.9,NA,527.12,439
"P3",84,1125.9719047619,209,8,1149,2015-07-28,9,8,7,30,2,1078,1034.55,NA,NA,NA,NA
"P6",95,1529.76010526316,280,14,1499,2015-10-07,13,20,10,40,3,1543.35,1517.89,1502.1,NA,NA,1918.8
"P6",69,1688.33130434783,205,7,1697.34,2015-07-24,5,8,7,29,5,1424.05,1789.9,1789.9,1699,NA,NA
"P1",167,1427.07868263473,157,15,1499,2015-06-06,11,20,6,22,6,1450.9,NA,NA,NA,NA,NA
"P7",1978,898.12552578362,82,189,849,2015-03-23,165,20,3,12,1,NA,NA,NA,721.65,NA,NA
"P6",83,1933.27734939759,15,13,1898.98,2015-01-15,7,20,1,2,4,1894.99,1894.99,1894.99,1799,NA,2158
"P6",43,1753.56046511628,166,6,1757.775,2015-06-15,10,8,6,24,1,1768.96,1768.96,1899,NA,NA,1999
"P7",4973,899.028799517394,57,597,849,2015-02-26,583,20,2,8,4,NA,NA,NA,721.65,NA,NA
"P3",32,1321.3509375,165,2,1278.84,2015-06-14,2,20,6,23,7,1277,1277,NA,NA,NA,NA
"P1",60,1503.39066666667,174,5,1499,2015-06-23,11,20,6,25,2,1231.12,1259.1,1259.1,NA,1424.05,NA
"P7",4170,781.806148681055,208,844,749,2015-07-27,397,20,7,30,1,788.99,788.99,711.55,749,757.68,749
"P6",36,1894.1025,30,7,1893.01,2015-01-30,2,8,1,4,5,1898,1895.98,1895.98,NA,NA,2099
"P6",35,1601.18857142857,246,3,1999,2015-09-03,4,8,9,35,4,1499,1660.36,1499.9,1499,NA,1769
"P7",1742,780.137858783008,222,488,749,2015-08-10,217,20,8,32,1,746,747,747,749,861,739.9
"P7",4195,867.654345649583,23,718,849,2015-01-23,550,20,1,3,5,NA,NA,1099,806.55,NA,849
"P2",600,795.492783333333,100,74,805.5,2015-04-10,58,8,4,14,5,808.75,808.75,808.75,879,NA,879
"P6",46,2119.25391304348,40,8,1886.65,2015-02-09,3,8,2,6,1,1887.96,1887.96,1887.96,2199,NA,1999.9
"P8",463,489.982181425486,186,43,479,2015-07-05,74,20,7,26,7,463.58,464.37,455,479,NA,489.84
"P6",79,1803.70151898734,129,6,1798.995,2015-05-09,14,20,5,18,6,1829,1979.1,1600.91,2199,NA,1904.7
"P4",16,605.18125,195,1,569.9,2015-07-14,2,20,7,28,2,NA,NA,NA,499,NA,629.9
"P2",370,869.542810810811,53,32,787,2015-02-22,90,8,2,7,7,NA,NA,821,696.36,704.65,879
"P7",806,793.61570719603,284,18,779,2015-10-11,109,8,10,40,7,840.9,849.9,932.9,739.9,841,NA
"P7",6290,889.27519872814,63,1110,794.32,2015-03-04,2485,8,3,9,3,848.99,848.99,848.99,849,849,849
"P2",2392,717.244565217391,277,13,679.9,2015-10-04,61,20,10,39,7,587.23,652.48,587.23,781.92,NA,799
"P6",61,1810.50114754098,113,8,1782.72,2015-04-23,8,20,4,16,4,1799,1799,1799,NA,NA,1799
"P3",100,1278.813,141,10,1234.05,2015-05-21,15,8,5,20,4,1218,1218,NA,NA,NA,NA
